gene name_V4,NU0,NU4,NU8,NU12,NU16,NU20,NU24,NU28,NU32,NU36,NU40,NU44,NU48,NU52,NU56,NU60,NU64,NU68,NU72,NU78,NU84,NU90,NU96,NU102,NU108,NU114,NU120,NU126,NU132,NU138,NU144,em10,em12,em14,em16,em18,em20,em22,em24,em26,em28,em30,em32,em34,em36,em38,en6,en8,en10,en12,en14,en16,en18,en20,en22,en24,en26,en28,en30,en32,en34,en36,en38,s0,s2,s3,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,Anthers,Cob1,Cob2,Ear1,Ear2,Leaf1,Leaf2,Leaf3,Leaf4,Leaf5,Leaf6,Leaf7,Pollen,Roots,SAM1,SAM2,Shoots,Silk,Tassel1,Tassel2,Tassel3,Tassel4,Tassel5
Zm00001d027677,8.69 ,6.49 ,4.06 ,6.68 ,5.72 ,7.93 ,4.58 ,5.99 ,3.72 ,5.14 ,3.92 ,5.48 ,5.51 ,4.31 ,5.10 ,5.19 ,6.30 ,5.32 ,6.33 ,7.16 ,6.00 ,5.22 ,4.58 ,4.94 ,5.17 ,5.76 ,7.15 ,5.13 ,5.06 ,4.89 ,5.57 ,4.51 ,4.66 ,4.57 ,4.06 ,3.10 ,4.63 ,3.77 ,3.61 ,3.91 ,3.68 ,4.35 ,2.58 ,2.43 ,2.94 ,2.90 ,2.47 ,2.90 ,1.54 ,1.69 ,1.51 ,0.97 ,2.37 ,2.43 ,1.30 ,2.01 ,2.41 ,1.36 ,1.37 ,2.54 ,2.86 ,1.46 ,1.23 ,3.86 ,4.70 ,4.34 ,3.83 ,3.07 ,2.43 ,2.68 ,2.06 ,1.12 ,2.79 ,2.73 ,2.36 ,3.05 ,2.63 ,4.45 ,4.64 ,3.35 ,5.21 ,2.50 ,3.39 ,2.57 ,0.38 ,5.50 ,4.60 ,4.18 ,3.77 ,2.26 ,1.84 ,1.61 ,1.77 ,1.75 ,2.68 ,3.18 ,0.17 ,2.32 ,4.89 ,4.08 ,2.03 ,3.80 ,3.98 ,4.40 ,4.60 ,2.86 ,1.93 
Zm00001d048400,9.25 ,7.32 ,3.71 ,8.23 ,6.17 ,8.17 ,6.68 ,5.11 ,3.50 ,5.39 ,3.95 ,5.51 ,5.29 ,5.16 ,5.34 ,5.30 ,6.21 ,4.92 ,6.53 ,7.23 ,5.38 ,5.10 ,5.41 ,4.99 ,5.58 ,5.64 ,8.09 ,5.96 ,5.83 ,5.70 ,6.37 ,4.93 ,5.00 ,4.67 ,5.60 ,3.82 ,4.53 ,4.03 ,5.05 ,3.18 ,2.46 ,3.60 ,4.16 ,3.85 ,4.43 ,5.04 ,4.92 ,3.66 ,4.36 ,3.34 ,1.60 ,2.24 ,2.55 ,3.01 ,2.36 ,2.15 ,1.39 ,2.98 ,2.27 ,3.05 ,4.73 ,3.26 ,3.60 ,5.63 ,5.20 ,5.10 ,4.41 ,3.66 ,3.90 ,4.56 ,2.98 ,2.37 ,3.73 ,3.58 ,3.21 ,2.31 ,2.98 ,3.88 ,4.35 ,3.12 ,6.65 ,3.93 ,3.67 ,4.81 ,0.99 ,6.18 ,5.35 ,4.14 ,3.60 ,2.67 ,3.19 ,3.32 ,3.12 ,2.81 ,2.51 ,3.13 ,0.17 ,6.73 ,4.36 ,3.59 ,4.90 ,2.05 ,3.34 ,3.49 ,3.67 ,2.79 ,3.17 
Zm00001d027991,1.67 ,0.82 ,0.45 ,1.12 ,1.46 ,1.23 ,0.65 ,0.65 ,0.51 ,0.98 ,0.55 ,0.28 ,0.65 ,0.45 ,0.17 ,0.47 ,0.58 ,0.42 ,0.41 ,0.44 ,0.08 ,0.47 ,0.16 ,0.16 ,0.07 ,0.21 ,0.64 ,0.56 ,0.71 ,1.06 ,0.73 ,2.47 ,2.45 ,2.33 ,3.37 ,1.94 ,3.07 ,5.98 ,3.62 ,6.01 ,6.51 ,6.68 ,7.51 ,4.86 ,6.63 ,7.89 ,1.30 ,1.71 ,0.00 ,0.15 ,0.14 ,0.12 ,0.17 ,0.05 ,0.29 ,0.36 ,0.16 ,0.28 ,0.05 ,0.46 ,0.51 ,0.73 ,1.14 ,5.69 ,9.57 ,5.95 ,2.68 ,1.90 ,3.07 ,1.03 ,0.85 ,0.42 ,0.47 ,0.96 ,1.72 ,0.64 ,1.82 ,4.08 ,6.22 ,7.60 ,8.03 ,2.89 ,2.02 ,3.02 ,1.76 ,57.65 ,54.21 ,45.17 ,46.23 ,18.12 ,19.69 ,2.87 ,0.35 ,1.75 ,14.00 ,17.82 ,0.20 ,138.60 ,11.25 ,11.17 ,70.55 ,31.52 ,46.80 ,46.55 ,50.02 ,5.97 ,3.13 
Zm00001d033246,19.99 ,14.30 ,11.74 ,18.65 ,18.41 ,27.38 ,17.75 ,15.53 ,11.31 ,12.73 ,10.72 ,12.18 ,16.78 ,11.23 ,12.93 ,13.60 ,15.05 ,10.02 ,18.99 ,10.54 ,9.29 ,11.67 ,8.62 ,4.42 ,8.38 ,9.48 ,8.85 ,10.07 ,10.61 ,13.54 ,12.31 ,21.03 ,27.82 ,19.31 ,20.40 ,15.19 ,17.98 ,16.56 ,11.44 ,9.87 ,12.56 ,12.92 ,12.14 ,8.90 ,10.59 ,11.77 ,12.12 ,12.78 ,3.96 ,1.58 ,0.74 ,1.63 ,1.14 ,2.54 ,1.37 ,1.15 ,0.69 ,0.58 ,1.43 ,1.96 ,2.08 ,1.77 ,4.51 ,14.58 ,24.90 ,23.28 ,15.61 ,15.38 ,14.00 ,10.33 ,4.67 ,4.32 ,5.86 ,4.64 ,5.71 ,7.61 ,5.10 ,5.12 ,7.14 ,14.50 ,14.43 ,8.16 ,9.48 ,9.99 ,5.65 ,202.95 ,152.93 ,131.64 ,117.05 ,79.13 ,27.26 ,12.35 ,7.04 ,17.34 ,95.94 ,98.03 ,0.30 ,59.53 ,68.03 ,66.73 ,67.16 ,1.99 ,87.03 ,87.04 ,82.81 ,12.25 ,11.43 
Zm00001d021236,2.73 ,2.11 ,1.32 ,2.74 ,2.59 ,2.35 ,2.66 ,1.66 ,1.53 ,1.20 ,1.32 ,1.24 ,2.03 ,1.61 ,2.07 ,1.33 ,2.39 ,1.65 ,2.75 ,1.74 ,1.82 ,2.85 ,1.24 ,1.71 ,2.50 ,1.76 ,2.09 ,3.55 ,1.99 ,2.16 ,2.28 ,6.27 ,5.82 ,3.41 ,3.62 ,4.32 ,4.55 ,4.50 ,4.79 ,2.89 ,4.68 ,4.18 ,4.95 ,3.07 ,4.19 ,4.32 ,0.60 ,0.25 ,0.02 ,0.12 ,0.15 ,0.12 ,0.26 ,0.17 ,0.47 ,0.27 ,0.38 ,0.20 ,0.36 ,0.38 ,0.61 ,1.17 ,1.21 ,5.74 ,5.52 ,7.22 ,6.17 ,5.73 ,2.34 ,1.44 ,1.02 ,0.74 ,0.99 ,1.08 ,1.31 ,1.58 ,1.52 ,2.43 ,3.01 ,6.58 ,7.26 ,3.38 ,2.79 ,6.02 ,1.22 ,23.57 ,21.72 ,15.52 ,14.57 ,23.39 ,6.04 ,7.46 ,4.26 ,7.97 ,25.85 ,27.83 ,0.01 ,5.46 ,15.25 ,12.36 ,16.25 ,77.33 ,15.65 ,15.33 ,15.34 ,12.87 ,10.81 
Zm00001d046967,46.09 ,37.61 ,26.21 ,34.15 ,27.90 ,34.30 ,44.04 ,26.75 ,36.21 ,30.39 ,30.06 ,30.30 ,31.40 ,25.84 ,23.53 ,26.75 ,28.14 ,24.25 ,25.84 ,25.04 ,22.81 ,20.70 ,22.31 ,22.00 ,25.68 ,32.99 ,31.76 ,24.19 ,30.09 ,36.06 ,35.93 ,66.80 ,60.20 ,57.05 ,34.14 ,27.20 ,25.46 ,25.74 ,22.17 ,18.65 ,17.01 ,22.65 ,18.32 ,12.28 ,10.27 ,10.63 ,54.08 ,40.03 ,13.94 ,16.21 ,12.23 ,12.35 ,14.20 ,16.42 ,9.27 ,10.98 ,9.77 ,8.80 ,13.05 ,19.57 ,16.19 ,11.08 ,6.13 ,59.11 ,67.31 ,63.45 ,50.48 ,62.07 ,45.45 ,24.62 ,31.77 ,25.60 ,28.29 ,25.55 ,19.61 ,22.07 ,17.95 ,27.83 ,20.25 ,15.83 ,8.74 ,11.81 ,13.19 ,8.91 ,1.86 ,51.27 ,52.95 ,44.65 ,49.70 ,19.08 ,6.15 ,6.17 ,7.51 ,11.28 ,35.27 ,39.69 ,0.09 ,41.73 ,63.72 ,59.65 ,35.80 ,18.83 ,54.21 ,59.30 ,55.60 ,8.75 ,5.46 
Zm00001d041491,7.79 ,5.73 ,4.39 ,4.71 ,7.15 ,7.40 ,7.85 ,7.26 ,3.48 ,4.75 ,3.90 ,4.37 ,4.85 ,4.81 ,3.79 ,4.40 ,4.62 ,3.55 ,6.00 ,3.99 ,2.80 ,4.66 ,5.69 ,3.71 ,4.16 ,5.44 ,6.17 ,3.76 ,3.84 ,5.28 ,6.54 ,5.53 ,5.96 ,6.81 ,5.68 ,4.97 ,7.00 ,3.24 ,5.48 ,4.09 ,0.80 ,3.25 ,1.11 ,0.94 ,1.83 ,2.12 ,4.30 ,5.94 ,4.81 ,5.29 ,6.33 ,3.84 ,6.33 ,5.30 ,4.37 ,6.34 ,5.07 ,3.64 ,4.44 ,3.25 ,3.71 ,2.12 ,1.31 ,5.23 ,2.39 ,3.24 ,2.24 ,2.69 ,3.94 ,3.72 ,3.46 ,3.13 ,5.37 ,4.75 ,5.01 ,5.91 ,5.48 ,7.14 ,4.36 ,2.22 ,1.89 ,2.40 ,2.96 ,3.39 ,1.08 ,8.39 ,8.21 ,4.05 ,3.94 ,8.41 ,7.57 ,5.05 ,6.15 ,4.75 ,5.06 ,5.47 ,0.12 ,4.81 ,7.52 ,7.44 ,4.88 ,2.83 ,6.12 ,6.89 ,6.53 ,4.70 ,4.87 
Zm00001d048083,22.34 ,8.53 ,5.32 ,11.97 ,15.01 ,7.88 ,13.63 ,2.37 ,3.46 ,5.27 ,4.57 ,4.56 ,7.08 ,9.98 ,5.10 ,1.47 ,9.91 ,2.77 ,17.50 ,5.60 ,1.77 ,2.84 ,1.38 ,2.41 ,8.36 ,1.97 ,0.94 ,4.63 ,1.27 ,0.83 ,3.43 ,0.81 ,0.54 ,0.59 ,0.88 ,0.51 ,0.32 ,0.74 ,0.27 ,0.37 ,0.31 ,0.29 ,0.18 ,0.00 ,0.16 ,0.00 ,0.00 ,0.00 ,0.17 ,0.25 ,0.14 ,0.06 ,0.00 ,0.00 ,0.43 ,0.38 ,0.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,84.21 ,69.09 ,129.22 ,109.38 ,118.58 ,75.97 ,23.89 ,22.99 ,20.22 ,15.04 ,14.11 ,12.13 ,5.21 ,6.60 ,7.37 ,3.67 ,3.69 ,4.47 ,4.51 ,1.65 ,3.14 ,0.12 ,33.09 ,30.88 ,19.81 ,20.48 ,15.66 ,1.45 ,0.32 ,0.00 ,0.36 ,2.18 ,2.58 ,0.17 ,0.00 ,29.08 ,26.93 ,4.22 ,63.96 ,7.22 ,8.39 ,7.24 ,3.33 ,2.44 
Zm00001d041277,5.61 ,2.55 ,4.50 ,5.64 ,3.76 ,2.14 ,2.91 ,1.57 ,1.13 ,4.12 ,3.19 ,3.80 ,3.97 ,3.74 ,3.12 ,1.71 ,7.93 ,2.28 ,5.96 ,3.12 ,3.10 ,4.68 ,3.41 ,2.00 ,4.92 ,1.39 ,4.50 ,3.47 ,3.96 ,3.94 ,2.93 ,6.49 ,6.58 ,4.70 ,4.32 ,2.48 ,2.28 ,4.10 ,2.67 ,1.90 ,3.87 ,2.43 ,2.88 ,5.08 ,3.89 ,2.88 ,0.36 ,0.40 ,3.11 ,4.17 ,1.03 ,2.27 ,4.99 ,1.07 ,3.39 ,6.77 ,10.83 ,9.42 ,10.35 ,18.69 ,26.72 ,35.94 ,37.83 ,94.84 ,116.64 ,107.35 ,172.98 ,294.85 ,187.97 ,151.04 ,108.62 ,119.18 ,133.58 ,89.98 ,102.12 ,87.51 ,89.95 ,108.70 ,81.80 ,103.98 ,120.76 ,91.86 ,141.81 ,71.27 ,0.81 ,22.16 ,34.66 ,12.08 ,10.69 ,7.63 ,15.12 ,5.43 ,4.34 ,5.43 ,7.80 ,8.07 ,0.29 ,1.27 ,12.34 ,12.39 ,14.46 ,422.28 ,3.98 ,4.01 ,2.85 ,66.05 ,43.97 
Zm00001d051018,1.60 ,0.45 ,0.38 ,0.19 ,0.24 ,0.35 ,0.41 ,0.53 ,0.06 ,0.73 ,0.37 ,0.66 ,0.39 ,0.83 ,0.60 ,0.03 ,0.26 ,0.11 ,0.77 ,0.19 ,0.00 ,0.19 ,0.14 ,0.05 ,0.21 ,0.20 ,0.11 ,0.00 ,0.03 ,0.57 ,0.39 ,0.10 ,0.00 ,0.00 ,0.34 ,0.00 ,0.24 ,0.65 ,1.45 ,6.34 ,3.19 ,1.95 ,1.73 ,11.91 ,7.04 ,8.20 ,0.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.28 ,0.00 ,0.06 ,0.00 ,1.04 ,1.35 ,5.14 ,4.40 ,22.92 ,53.92 ,5.34 ,1.96 ,3.03 ,0.37 ,0.92 ,0.75 ,0.67 ,1.22 ,0.33 ,0.86 ,0.20 ,0.91 ,1.32 ,0.60 ,0.52 ,1.53 ,9.35 ,3.30 ,15.52 ,2.73 ,15.34 ,2.93 ,12.45 ,12.86 ,1.48 ,0.77 ,16.20 ,28.39 ,88.30 ,135.39 ,128.17 ,1.52 ,1.94 ,0.00 ,1.60 ,0.70 ,0.30 ,44.42 ,30.08 ,5.11 ,4.02 ,3.81 ,9.96 ,25.55 
Zm00001d053162,6.85 ,4.52 ,4.52 ,8.31 ,4.83 ,9.24 ,4.78 ,5.77 ,3.62 ,4.74 ,4.22 ,3.37 ,4.08 ,4.18 ,3.85 ,4.12 ,3.82 ,3.06 ,5.41 ,4.38 ,3.09 ,3.56 ,3.94 ,4.12 ,4.06 ,4.19 ,5.13 ,4.99 ,5.94 ,5.21 ,4.86 ,4.85 ,4.05 ,2.88 ,3.32 ,2.00 ,4.31 ,4.88 ,4.53 ,6.45 ,7.56 ,6.95 ,5.78 ,8.28 ,7.59 ,8.50 ,6.52 ,3.86 ,1.31 ,0.41 ,0.81 ,0.95 ,0.93 ,2.12 ,0.98 ,0.78 ,0.99 ,0.80 ,1.27 ,2.79 ,3.27 ,5.15 ,7.34 ,7.89 ,7.14 ,6.66 ,5.78 ,6.86 ,4.33 ,3.77 ,3.44 ,2.89 ,2.82 ,3.72 ,2.59 ,3.52 ,3.15 ,3.48 ,3.87 ,6.57 ,9.54 ,4.44 ,4.78 ,8.64 ,0.52 ,9.58 ,8.20 ,6.20 ,6.18 ,3.28 ,8.75 ,3.87 ,3.76 ,3.51 ,4.60 ,5.33 ,0.00 ,21.85 ,6.31 ,5.27 ,12.83 ,7.03 ,7.32 ,7.85 ,7.73 ,5.11 ,4.22 
Zm00001d022442,23.35 ,13.26 ,11.63 ,17.27 ,15.34 ,22.66 ,16.10 ,18.95 ,13.80 ,14.34 ,12.87 ,10.83 ,15.43 ,13.61 ,13.62 ,15.38 ,16.32 ,16.31 ,21.13 ,19.75 ,20.18 ,21.08 ,12.66 ,16.96 ,18.78 ,14.08 ,17.06 ,9.06 ,13.52 ,13.67 ,11.78 ,8.63 ,11.15 ,7.15 ,7.75 ,9.24 ,9.50 ,7.60 ,6.15 ,5.04 ,3.33 ,6.34 ,5.96 ,3.81 ,4.14 ,5.91 ,5.18 ,6.13 ,1.31 ,1.98 ,2.08 ,1.25 ,2.46 ,2.38 ,2.45 ,1.78 ,2.92 ,1.19 ,4.56 ,2.89 ,3.25 ,1.87 ,3.13 ,8.60 ,10.16 ,15.03 ,9.42 ,5.94 ,6.20 ,2.16 ,2.26 ,2.02 ,2.23 ,3.68 ,5.15 ,4.25 ,1.59 ,3.49 ,2.99 ,4.87 ,7.12 ,5.46 ,3.33 ,5.83 ,0.95 ,15.02 ,17.87 ,13.76 ,16.07 ,24.99 ,6.94 ,2.20 ,0.45 ,2.56 ,21.72 ,20.48 ,0.10 ,11.24 ,17.62 ,17.83 ,15.09 ,13.21 ,14.69 ,13.98 ,14.62 ,11.65 ,10.82 
Zm00001d004857,13.85 ,8.79 ,6.15 ,16.34 ,10.31 ,17.39 ,12.42 ,9.23 ,6.71 ,7.28 ,6.39 ,8.40 ,10.22 ,7.37 ,8.30 ,9.10 ,11.52 ,6.12 ,9.10 ,10.94 ,6.44 ,4.83 ,5.59 ,5.26 ,4.83 ,5.46 ,7.25 ,7.39 ,5.66 ,6.01 ,4.76 ,6.68 ,7.23 ,6.65 ,6.39 ,7.38 ,6.47 ,9.95 ,10.15 ,7.98 ,8.48 ,9.43 ,10.42 ,9.48 ,8.46 ,15.81 ,9.78 ,4.92 ,0.52 ,0.65 ,0.70 ,0.55 ,1.21 ,0.54 ,0.64 ,0.51 ,1.92 ,1.53 ,1.50 ,3.11 ,5.13 ,6.05 ,10.58 ,11.72 ,11.17 ,13.61 ,10.52 ,7.79 ,7.51 ,4.07 ,3.23 ,2.88 ,3.66 ,3.51 ,4.21 ,3.91 ,3.21 ,6.78 ,6.98 ,10.52 ,15.43 ,8.57 ,7.07 ,7.40 ,0.07 ,6.19 ,9.21 ,7.12 ,6.81 ,6.40 ,8.13 ,5.07 ,3.32 ,3.66 ,7.30 ,8.78 ,0.06 ,24.73 ,8.10 ,7.98 ,14.57 ,6.82 ,7.22 ,7.89 ,7.51 ,6.66 ,4.76 
Zm00001d022542,22.62 ,11.36 ,11.62 ,30.43 ,19.60 ,17.57 ,15.31 ,15.36 ,7.53 ,11.92 ,9.11 ,12.05 ,14.06 ,12.93 ,13.80 ,13.08 ,14.70 ,14.39 ,28.18 ,19.58 ,11.83 ,14.93 ,24.94 ,16.22 ,12.39 ,16.16 ,20.19 ,15.87 ,7.88 ,16.14 ,25.69 ,10.69 ,13.75 ,20.88 ,11.61 ,8.60 ,10.17 ,11.61 ,21.75 ,17.55 ,11.45 ,17.67 ,18.87 ,18.78 ,35.18 ,24.60 ,10.35 ,17.13 ,5.13 ,13.69 ,16.34 ,15.81 ,27.04 ,19.06 ,14.67 ,16.67 ,19.96 ,9.35 ,14.49 ,16.13 ,22.69 ,20.28 ,20.01 ,21.84 ,29.25 ,24.86 ,21.77 ,19.30 ,26.86 ,9.38 ,18.40 ,16.83 ,19.61 ,20.15 ,19.38 ,23.44 ,20.60 ,28.28 ,22.37 ,27.71 ,31.72 ,24.79 ,36.65 ,31.95 ,3.72 ,13.57 ,17.78 ,10.50 ,10.07 ,14.30 ,18.50 ,18.81 ,21.26 ,39.66 ,13.19 ,12.21 ,0.08 ,51.15 ,13.88 ,11.34 ,24.99 ,19.82 ,11.33 ,13.14 ,10.53 ,25.32 ,29.55 
Zm00001d041981,1.15 ,0.31 ,0.00 ,0.00 ,0.26 ,0.22 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.38 ,0.40 ,0.39 ,0.25 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,0.00 ,13.92 ,0.00 ,0.00 ,1.51 ,0.00 ,0.09 ,0.17 ,0.09 ,0.00 ,0.00 
Zm00001d031796,7.75 ,1.80 ,0.10 ,0.55 ,2.49 ,0.78 ,4.28 ,0.51 ,0.04 ,0.10 ,0.00 ,0.00 ,0.00 ,0.26 ,0.08 ,0.04 ,0.20 ,0.04 ,0.00 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.06 ,0.08 ,0.39 ,0.15 ,0.00 ,0.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,0.00 ,1.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.38 ,0.11 ,1.05 ,0.27 ,0.87 ,0.39 ,0.41 ,0.32 ,0.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.34 ,0.00 ,0.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.42 ,0.00 ,0.11 ,0.00 ,0.00 ,0.26 ,0.33 ,1.16 ,4.18 ,0.37 ,0.00 ,0.00 ,0.00 ,88.25 ,0.00 ,0.00 ,12.41 ,0.00 ,0.62 ,0.00 ,0.15 ,0.75 ,4.55 
Zm00001d017592,1.52 ,0.22 ,0.00 ,0.63 ,0.06 ,2.38 ,0.96 ,1.33 ,0.15 ,1.49 ,0.00 ,0.12 ,0.19 ,0.00 ,0.10 ,0.91 ,2.37 ,0.38 ,0.03 ,0.22 ,0.57 ,0.19 ,0.00 ,0.05 ,0.03 ,0.34 ,0.66 ,0.00 ,0.00 ,0.25 ,0.26 ,0.00 ,0.62 ,0.00 ,0.00 ,0.44 ,0.00 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.27 ,0.83 ,1.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.81 ,0.00 ,0.36 ,0.00 ,0.00 ,1.04 ,2.82 ,2.20 ,0.14 ,0.64 ,0.38 ,0.53 ,0.24 ,0.00 ,0.39 ,0.00 ,0.21 ,0.11 ,0.30 ,0.00 ,0.18 ,1.18 ,0.32 ,6.11 ,1.60 ,0.61 ,0.00 ,1.61 ,0.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.26 ,0.11 ,0.43 ,0.00 ,0.00 ,0.00 ,0.00 ,20.38 ,0.00 ,0.00 ,2.84 ,0.00 ,0.39 ,0.19 ,0.00 ,0.93 ,3.30 
Zm00001d005892,4.15 ,1.14 ,0.32 ,3.21 ,0.95 ,2.01 ,6.85 ,0.19 ,0.17 ,0.34 ,0.00 ,0.09 ,1.40 ,0.06 ,1.45 ,2.31 ,7.24 ,3.50 ,0.76 ,2.91 ,1.19 ,1.07 ,0.00 ,0.23 ,0.68 ,1.52 ,5.02 ,1.91 ,2.41 ,3.21 ,3.06 ,0.26 ,0.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.35 ,0.00 ,0.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.42 ,0.00 ,0.12 ,0.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.10 ,0.37 ,0.00 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,0.00 ,0.93 ,1.26 ,0.14 ,1.01 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.89 ,0.00 ,0.07 ,0.00 ,0.44 ,1.24 ,0.00 ,0.17 ,0.15 ,4.64 ,0.00 ,0.24 ,0.00 ,0.00 ,0.00 ,0.52 ,0.09 ,0.72 ,0.00 ,0.15 ,0.16 ,0.00 ,71.87 ,0.00 ,0.00 ,2.47 ,0.00 ,0.00 ,0.16 ,0.08 ,1.33 ,4.45 
Zm00001d022461,42.47 ,13.31 ,1.21 ,25.09 ,15.62 ,67.36 ,78.42 ,9.39 ,22.03 ,24.90 ,9.25 ,13.83 ,37.85 ,16.10 ,41.30 ,42.32 ,72.46 ,28.98 ,25.35 ,35.37 ,18.96 ,8.40 ,6.38 ,12.98 ,16.34 ,28.21 ,60.10 ,25.04 ,19.35 ,53.91 ,42.10 ,5.52 ,17.23 ,1.55 ,5.60 ,3.75 ,0.76 ,13.43 ,5.45 ,8.18 ,14.55 ,3.26 ,2.05 ,6.14 ,2.35 ,7.59 ,42.94 ,16.71 ,42.07 ,32.94 ,47.51 ,28.45 ,31.88 ,22.02 ,32.51 ,19.88 ,26.09 ,6.17 ,7.74 ,2.57 ,4.58 ,6.23 ,2.03 ,4.40 ,3.40 ,12.37 ,5.33 ,7.94 ,8.81 ,12.68 ,24.75 ,12.48 ,16.87 ,9.15 ,11.09 ,8.96 ,11.04 ,17.75 ,4.33 ,8.26 ,3.40 ,4.72 ,2.72 ,3.39 ,0.23 ,1.71 ,0.70 ,1.96 ,3.14 ,1.16 ,0.00 ,2.24 ,4.58 ,0.17 ,0.10 ,0.20 ,0.00 ,65.52 ,0.20 ,0.53 ,2.49 ,0.71 ,30.47 ,33.52 ,37.60 ,0.74 ,1.50 
Zm00001d018081,68.35 ,53.65 ,32.36 ,77.54 ,46.94 ,57.52 ,55.94 ,45.55 ,30.55 ,30.57 ,21.45 ,25.73 ,35.15 ,23.24 ,29.28 ,33.40 ,73.26 ,34.21 ,33.63 ,41.74 ,37.37 ,30.38 ,33.49 ,49.64 ,37.56 ,49.30 ,48.59 ,78.57 ,42.57 ,46.32 ,57.78 ,5.07 ,9.79 ,3.82 ,5.42 ,5.18 ,2.74 ,5.65 ,7.42 ,9.51 ,6.74 ,4.70 ,3.11 ,8.64 ,12.28 ,8.18 ,16.44 ,5.86 ,7.96 ,7.49 ,10.33 ,5.85 ,9.85 ,10.99 ,12.31 ,8.84 ,10.18 ,6.46 ,4.41 ,5.74 ,9.43 ,13.11 ,16.57 ,17.57 ,13.27 ,19.36 ,9.91 ,9.07 ,8.82 ,8.58 ,8.90 ,7.45 ,6.61 ,9.16 ,8.74 ,5.46 ,11.53 ,12.46 ,5.16 ,20.87 ,11.38 ,8.73 ,3.02 ,17.89 ,25.35 ,31.08 ,33.49 ,11.70 ,12.58 ,20.05 ,36.36 ,100.43 ,161.75 ,315.12 ,7.97 ,10.76 ,0.06 ,90.68 ,22.16 ,20.84 ,50.88 ,76.43 ,22.21 ,19.44 ,21.26 ,52.53 ,59.52 
